pH,Sulphate,Hardness,Conductivity,TDS,Turbidity,is_safe
7.643598047219345,187.21259525480866,220.54236282986892,240.67578844256192,320.1450443479374,3.6055619387288713,1
8.740048271166529,377.5085907912107,231.40448144829227,688.0101182414658,1116.0808896852707,2.8413271824862667,0
6.058980854251262,126.92804238897997,101.59699228206037,537.3534849627704,688.5228135006798,1.7567431079043474,0
8.262778648904185,239.61955606009744,138.55983003037562,494.5981164249069,385.8246179738504,4.70591689825579,1
7.528281731797028,346.0452849514575,235.6401931779397,613.5446309077049,582.2498565407802,3.3981809940614807,1
6.964510433165963,319.2959230322492,205.53907335289998,323.148544613132,1002.4737180378012,5.470692813900849,0
7.024607364255013,385.87464059742575,249.15285914035036,786.229099656104,608.9710489596021,3.242529213560524,1
7.808904138882995,492.66479499756633,172.8484107817172,740.9553783330178,409.9665066150413,4.254572350811359,0
8.514039988737945,339.12867687214197,100.43171532195632,499.5443966070998,672.1829487617669,7.310477643475897,0
7.551787561362117,210.9133206310994,87.9257714690548,611.6505372589186,673.0065185185944,3.7778506682074666,1
7.155481592922485,211.2184939026814,91.07268728166872,387.71102076051625,261.6722763965654,3.602788534161019,1
8.725399828577425,232.0670497152194,243.89965718420538,695.5148517134832,513.6797999301212,6.010697680968302,0
6.644185660865387,257.4985042312277,203.5990438410202,500.373137419675,593.0468077234293,2.4638351474336444,1
8.301023954119806,99.75625501595175,207.79664375568524,438.8587074773999,837.0919224397244,4.74970126207496,0
7.399953725578851,491.55437090416393,122.87059408995668,553.33765503639,197.1255414014018,3.885377912240334,0
7.79653168352267,328.86671771902587,191.64473338017342,608.2239581413284,543.9621017537083,3.7732723568078197,1
7.05843008841923,314.9546550295313,205.23571248693906,461.4359733045325,273.2143020112254,3.3369925682968926,1
6.8233165653123145,101.74856286587114,215.25548437074607,532.6491959280168,965.0061902548691,2.3421595169497853,1
7.670027622632753,158.30953413623922,129.40292819897877,253.9383168289823,947.8919337479164,4.8899023258408265,1
6.754968926079087,271.58974059405887,129.21666155350715,305.8305167116848,905.8814129105053,4.531608605185033,1
7.878851428779765,149.34992028384355,192.95839031863576,317.37525684591446,541.3627774450357,4.029629843027607,1
7.560651513353004,274.3051010893386,82.97876412498574,729.3991683248935,887.0482275429259,3.1991648510441535,1
7.467272410261144,466.24652717075975,260.78055220167073,831.6826241082239,713.4599142480314,3.8855117775929964,0
7.704634514287614,485.77535496082737,103.93971890975766,218.7996576553653,1116.4895766523143,7.052154732177442,0
7.670366747845893,268.14579784662726,115.81353472811892,756.2638676016933,553.8748972861705,1.6366991804522608,1
6.749087530784725,343.2026869056776,166.29034449293675,204.8630404117716,694.2462453044132,4.566216163559601,1
7.690478183590724,162.495653512339,100.23465207970312,432.0763563443117,324.01986399759187,4.13878646136099,1
7.095933830874908,202.49118108307977,163.63628233788393,413.8126078479391,252.35876437883365,2.15016356324063,1
7.871880292931305,353.73875961712935,171.16754341955766,778.0766862970839,826.5193757349103,4.439326899043766,1
8.673804016621098,443.01521517160745,77.37605510515365,317.2212701022677,642.1729436012813,8.181745420641438,0
6.75499188895273,221.10101680982098,202.08556617149443,437.50743828963755,711.306173282398,2.7232642435320775,1
7.33788799194782,464.6773618977883,273.87720899541057,546.5600282778465,872.001158315663,8.02701148891687,0
7.102978779591838,302.7009222865993,130.10841382010753,734.1048397920596,407.85992685612393,2.6760242514409622,1
8.448249552167235,466.19331082611717,73.42881434304836,225.3579394796215,890.8983931629887,4.341660601758757,0
7.148361497449914,91.42951714358648,260.4923996528123,647.1812993686273,275.2090398415242,5.056836318897646,0
8.641041318526996,320.34608783299564,225.89848475268386,470.61226300753077,683.506058896596,1.7853882245904162,0
8.231817363775358,389.34780188798135,94.22601051308531,540.2706305926423,649.3893018031489,1.6476955462513048,1
7.194785069883508,383.48980527417746,69.43224243271285,663.3094246897074,197.3093750439142,9.377521909979757,0
6.071315763587319,449.01782551069664,121.50755118247378,893.7550628980185,364.44253664578963,3.8348264827575784,0
6.7128001280949885,351.02014520770456,93.47668548342655,286.1772265225152,773.944930791068,4.280552184069045,1
8.427578851096513,315.25848050417744,125.53361145322859,702.7335047855215,913.829300132039,4.496257145220284,1
8.778521484238976,493.25884909553497,83.03606066930986,670.2628511359583,191.0373019218934,5.804916348955883,0
7.851202972585291,167.97924836737036,194.53663801660406,436.4061805363932,737.7556692602268,4.525504825584941,1
7.540950537833138,383.78992834505686,71.27455428892621,197.724948687917,566.7351479394135,3.440511544692483,0
5.50045561604081,405.92633861936565,74.08385913591685,629.5617025313331,155.42628033788392,7.603808418470636,0
7.206676683667089,159.03239629562694,152.7281413142316,682.5343663025953,921.9826825398004,3.1384649736224715,1
7.986690298737323,121.59685156749408,126.1610532173242,784.161972479667,657.4100794256719,4.680873682354823,1
8.610584005325371,278.64586958589643,244.62200149364165,715.9587993955018,793.5425579845974,7.971282778417965,0
6.826107610034053,386.57377029417546,131.39737569394458,241.10133619256152,579.5330134758133,1.5771969194781574,1
7.021601951501541,303.8778668062862,254.8169460481034,403.811536947264,330.6599945462334,3.7089547844952797,0
8.218410035491415,206.5345795912766,172.30089685619612,668.8211123023923,785.7668898960875,2.6543744895257793,1
8.569585159497656,129.41560938894563,74.63985626826108,255.94309861196973,524.9651844297848,7.193845294288382,0
6.784955852558468,193.0204104490517,158.4937453185441,595.1138954482781,503.27407675584874,2.1400082475650652,1
8.40347590236627,448.35446674781167,77.82123756966689,426.7405749961408,359.8175180192376,7.2857937387502245,0
7.084981940727198,236.55898606082215,198.98971547503493,175.42872074432518,1171.7696343001458,4.514783622047432,0
6.47725960016423,472.5012417572345,267.5418566099908,794.2134480025758,584.5182084264405,5.55794876779524,0
5.967691624842321,190.63357046926188,164.20980834705597,729.3233711068016,172.6498198131362,5.214037904203876,0
6.508493147458519,194.02764616921394,216.6931241855024,623.8173619486766,211.39515126762882,4.581399577151401,1
